id_oferty,dzielnica,metraz_m2,liczba_pokoi,pietro,rok_budowy,ma_balkon,ma_miejsce_parkingowe,odleglosc_od_centrum_km,cena_pln,cena_pln_per_m2,cena_pln_capped,cena_pln_log
10040,Białołęka,105.4,6,6,2001,True,True,10.72,1293404.0,12271.385199240985,1293404.0,14.072788833767271
10041,Ursynów,24.4,1,3,2019,False,True,5.61,441997.0,18114.631147540986,441997.0,12.99906063616272
10042,Bielany,18.8,1,10,1965,True,False,6.23,199602.0,10617.127659574468,199602.0,12.20408567280667
10043,Białołęka,77.5,4,1,2016,True,True,4.06,1276775.0,16474.516129032258,1276775.0,14.059848708508534
10044,Wola,108.7,5,6,1976,False,True,13.05,1404555.0,12921.389144434223,1404555.0,14.155231796572087
10045,Praga-Południe,85.5,5,4,1990,False,True,3.81,1154816.0,13506.619883040936,1154816.0,13.959452447826399
10046,Bielany,67.4,4,0,1985,True,False,4.5,780111.0,11574.347181008901,780111.0,13.567192778101344
10047,Wola,68.1,4,4,1991,True,True,10.59,1080845.0,15871.439060205581,1080845.0,13.893254625788307
10048,Ochota,73.8,4,11,1970,True,False,3.9,1261111.0,17088.224932249323,1261111.0,14.047504429401034
10049,Bielany,71.7,4,11,1998,True,True,6.29,1109197.0,15469.97210599721,1109197.0,13.9191477896208
10050,Ochota,61.2,4,2,2015,False,True,1.89,1036320.0,16933.333333333332,1036320.0,13.851187499369189
10051,Ursynów,57.3,3,6,1994,True,False,2.83,982856.0,17152.80977312391,982856.0,13.798218915505366
10052,Wola,53.6,3,5,1997,True,True,1.65,929593.0,17343.152985074626,929593.0,13.74250321066997
10053,Praga-Południe,38.4,2,7,2017,True,True,5.79,693064.0,18048.541666666668,693064.0,13.44887906886735
10054,Białołęka,537.35692966899,2,4,2010,True,True,6.05,595626.0,1108.436436033129,595626.0,13.297369911202384
10055,Targówek,18.0,1,1,1997,True,False,6.29,236180.0,13121.111111111111,236180.0,12.372353739205078
10056,Śródmieście,52.8,3,8,1980,False,False,4.61,1084995.0,20549.147727272728,1084995.0,13.897086858313957
10057,Mokotów,33.3,2,10,2019,True,True,4.78,630189.0,18924.594594594597,630189.0,13.353776640200994
10058,Praga-Południe,30.7,2,7,2002,True,True,3.4,466204.0,15185.798045602607,466204.0,13.052380730537006
10059,Wola,59.0,4,5,1977,True,False,4.2,982273.0,16648.694915254237,982273.0,13.797625570820351
10060,Targówek,85.6,5,9,1981,True,False,1.98,790472.0,9234.485981308411,790472.0,13.580386779450626
10061,Praga-Południe,75.2,4,6,2015,True,True,6.93,1235857.0,16434.268617021276,1235857.0,14.027276023668396
10062,Wola,20.4,1,8,1957,False,False,8.96,238528.0,11692.549019607844,238528.0,12.382246175210073
10063,Bemowo,33.2,1,6,2024,True,False,4.89,596433.0,17964.84939759036,596433.0,13.298723868966766
10064,Bemowo,75.7,5,2,1968,False,False,4.8,784325.0,10360.964332892998,784325.0,13.572580029231425
10065,Ochota,33.4,1,5,2014,True,False,5.8,480962.0,14400.059880239522,480962.0,13.083545623052244
10066,Praga-Południe,50.1,3,10,1990,True,True,12.84,565645.0,11290.319361277445,565645.0,13.245723719818958
10067,Bemowo,67.1,4,10,1997,True,True,5.18,956030.0,14247.839046199702,956030.0,13.770545618286045
10068,Wola,33.7,3,6,2019,True,False,5.49,587112.0,17421.721068249255,587112.0,13.28297258454261
10069,Ochota,57.3,3,1,1992,False,False,21.41,566048.0,9878.673647469459,566048.0,13.246435925876305
10070,Wola,25.7,2,2,2000,True,True,4.68,380910.0,14821.400778210118,380910.0,12.850321031020565
10071,Ochota,41.8,3,3,1958,True,False,6.82,509174.0,12181.196172248805,509174.0,13.140547047837957
10072,Praga-Południe,62.0,3,9,1950,True,False,6.63,649766.0,10480.09677419355,649766.0,13.384369116070664
10073,Targówek,20.0,1,5,1979,False,False,4.26,223182.0,11159.1,223182.0,12.315747341714049
10074,Białołęka,64.7,3,0,2008,True,False,7.11,851053.0,13153.833075734157,851053.0,13.65423086030145
10075,Bielany,54.6,3,8,1967,True,False,1.75,700779.0,12834.78021978022,700779.0,13.459949279384293
10076,Targówek,67.2,3,4,1966,True,True,4.79,670680.0,9980.357142857143,670680.0,13.416048893074668
10077,Ursynów,59.9,3,11,1992,True,False,2.78,867827.0,14487.929883138564,867827.0,13.67374881732483
10078,Wola,85.0,5,6,2006,True,False,7.22,1399538.0,16465.15294117647,1399538.0,14.151653454644757
10079,Ursynów,57.8,3,8,2010,False,True,1.52,960834.0,16623.425605536333,960834.0,13.775557977061114
10080,Targówek,45.6,3,8,1973,True,True,8.22,436422.0,9570.657894736842,436422.0,12.986367235493587
10081,Ochota,57.7,3,0,1962,True,False,0.5,910078.0,15772.582322357019,910078.0,13.7212866879118
10082,Bielany,67.0,4,0,2022,True,True,6.93,997263.0,14884.522388059702,997263.0,13.81277080827528
10083,Bielany,56.1,3,2,1980,True,False,2.44,649984.0,11586.167557932264,649984.0,13.384704564682467
10084,Mokotów,55.9,3,5,2017,True,True,3.52,1148863.0,20552.110912343473,1148863.0,13.954284186030742
10085,Bielany,39.6,2,1,2018,False,True,4.62,610524.0,15417.272727272726,610524.0,13.322074521735416
10086,Białołęka,40.4,3,9,2013,False,False,13.41,484094.0,11982.524752475249,484094.0,13.090036447429911
10087,Bielany,24.1,2,11,1972,False,True,2.41,352460.0,14624.896265560164,352460.0,12.77269525681572
10088,Targówek,93.5,5,10,2016,False,False,5.31,1351839.0,14458.171122994652,1351839.0,14.116977185386672
10089,Mokotów,27.6,2,0,2013,True,False,11.18,452883.0,16408.804347826088,452883.0,13.02339130103331
10090,Targówek,39.8,2,0,2003,True,True,5.48,601421.0,15111.080402010051,601421.0,13.307052130177762
10091,Targówek,39.2,3,4,1986,True,True,7.61,4827611.2009650795,123153.34696339487,2101934.039999999,15.389862535058231
10092,Wilanów,74.7,5,3,1980,True,True,10.24,1326904.0,17763.105756358767,1326904.0,14.098359720698904
10093,Śródmieście,48.5,3,0,1967,True,True,3.46,926393.0,19100.886597938144,926393.0,13.739054909095957
10094,Mokotów,82.5,5,3,1998,True,False,3.76,1677106.0,20328.557575757575,1677106.0,14.332580843182573
10095,Targówek,40.2,1,2,2003,True,True,2.38,671391.0,16701.268656716416,671391.0,13.417108448056426
10096,Śródmieście,61.1,3,1,1988,False,True,11.27,1100407.0,18009.934533551554,1100407.0,13.911191578089735
10097,Śródmieście,36.6,2,8,1996,True,False,14.67,636098.0,17379.726775956282,636098.0,13.363109490585797
10098,Mokotów,102.2,6,10,1988,False,True,1.88,1977474.0,19349.060665362034,1977474.0,14.497331336319
10099,Wilanów,28.9,1,0,2006,True,True,6.45,463553.0,16039.896193771627,463553.0,13.046678162056253
10100,Ursynów,61.8,4,6,2020,True,True,3.49,1101182.0,17818.478964401296,1101182.0,13.911895614427104
10101,Ochota,68.9,5,3,1971,True,False,3.64,1136746.0,16498.490566037734,1136746.0,13.943681232581069
10102,Białołęka,64.1,4,4,1989,True,False,7.87,819383.0,12782.886115444619,819383.0,13.616308117421472
10103,Ochota,50.9,3,9,1969,True,False,5.61,616239.0,12106.856581532416,616239.0,13.331391777026848
10104,Bielany,52.1,2,4,2005,True,True,7.42,810928.0,15564.836852207292,810928.0,13.605935783025943
10105,Białołęka,56.0,3,0,2011,True,True,14.42,601621.0,10743.232142857143,601621.0,13.307384620098068
10106,Bielany,51.8,4,5,2021,True,False,6.66,757564.0,14624.787644787646,757564.0,13.537864621265173
10107,Targówek,76.2,5,8,1982,True,False,8.05,913539.0,11988.700787401574,913539.0,13.725082441471542
10108,Wola,103.6,6,1,2022,True,False,10.01,1802527.0,17398.909266409268,1802527.0,14.404700682001172
10109,Mokotów,42.7,2,6,1960,True,True,3.24,714868.0,16741.639344262294,714868.0,13.479854588106683
10110,Białołęka,24.9,1,5,2004,True,True,8.54,373668.0,15006.746987951808,373668.0,12.831125657791311
10111,Białołęka,53.1,2,4,1959,True,False,3.57,466555.0,8786.346516007532,466555.0,13.05313333493742
10112,Targówek,111.8,6,3,2019,True,False,2.04,1678720.0,15015.384615384615,1678720.0,14.33354275191237
10113,Ursynów,37.3,1,3,1999,True,False,7.04,489694.0,13128.525469168902,489694.0,13.101538027305427
10114,Śródmieście,91.1,5,5,2008,True,False,2.23,2010542.0,22069.61580680571,2010542.0,14.51391539280525
10115,Targówek,91.9,6,3,2016,False,False,5.64,1119096.0,12177.323177366703,1119096.0,13.928032668076943
10116,Bemowo,42.8,2,4,1970,True,False,4.81,559218.0,13065.841121495328,559218.0,13.234296446434685
10117,Wilanów,67.5,4,5,1956,True,False,12.22,962685.0,14262.0,962685.0,13.777482573227575
10118,Śródmieście,90.8,6,4,2019,True,False,2.22,2310226.0,25443.017621145376,2101934.039999999,14.652856346068221
10119,Mokotów,46.7,3,6,1984,True,False,6.69,646489.0,13843.447537473232,646489.0,13.379313009170321
10120,Śródmieście,50.5,4,8,1967,True,True,3.0,993385.0,19670.9900990099,993385.0,13.808874588542189
10121,Ursynów,42.2,2,9,1995,True,True,1.52,632094.0,14978.530805687204,632094.0,13.356794978288304
10122,Śródmieście,32.7,2,6,2004,True,False,0.94,685361.0,20959.051987767583,685361.0,13.437702444808059
10123,Mokotów,40.7,2,6,1955,True,False,2.28,541219.0,13297.764127764127,541219.0,13.201581129510958
10124,Ursynów,28.1,2,3,1981,True,False,2.2,415480.0,14785.765124555159,415480.0,12.937192164193574
10125,Ochota,55.7,3,0,1955,True,True,0.98,844626.0,15163.842010771992,844626.0,13.646650388766428
10126,Białołęka,38.1,2,7,1992,True,True,9.26,506145.0,13284.645669291338,506145.0,13.134580444200056
10127,Białołęka,60.1,3,3,2019,True,False,10.79,806090.0,13412.479201331114,806090.0,13.599951918341482
10128,Wilanów,20.8,1,0,2024,True,True,3.13,433646.0,20848.365384615383,433646.0,12.979986118067226
10129,Bielany,62.3,4,4,2006,False,True,3.98,1061085.0,17031.861958266454,1061085.0,13.87480346991921
10130,Ochota,73.3,4,7,1971,False,True,4.57,1124031.0,15334.665757162347,1124031.0,13.932432778781408
10131,Ochota,18.0,1,3,2020,True,False,9.99,272279.0,15126.611111111111,272279.0,12.514586227561887
10132,Śródmieście,63.2,4,11,1999,True,True,10.12,1269724.0,20090.569620253165,1269724.0,14.05431089955452
10133,Białołęka,82.0,5,7,1970,True,False,6.61,796066.0,9708.121951219513,796066.0,13.587438632138625
10134,Mokotów,28.4,2,7,2021,True,True,6.47,508947.0,17920.66901408451,508947.0,13.140101129213663
10135,Praga-Południe,91.8,5,2,2012,False,False,3.73,1358256.0,14795.816993464052,1358256.0,14.1217128180909
10136,Praga-Południe,64.2,3,8,2011,False,False,0.95,1000383.0,15582.289719626167,1000383.0,13.815894484255143
10137,Ursynów,39.5,3,2,2010,True,True,4.45,617990.0,15645.316455696202,617990.0,13.334229173226989
10138,Białołęka,53.8,4,0,1975,True,True,11.21,489137.0,9091.765799256505,489137.0,13.100399937232613
10139,Białołęka,67.3,4,1,1976,True,True,3.35,750523.0,11151.901931649332,750523.0,13.528526908225226
10140,Wilanów,56.7,3,5,2009,True,False,4.17,1082375.0,19089.506172839505,1082375.0,13.89466918264389
10141,Praga-Południe,66.9,3,11,1976,False,True,8.75,635890.0,9505.082212257099,635890.0,13.362782443986605
10142,Białołęka,34.7,3,9,1993,False,True,4.05,505467.0,14566.772334293946,505467.0,13.13324001177916
10143,Wilanów,58.7,4,1,2014,True,False,4.57,1223047.0,20835.55366269165,1223047.0,14.016856661650568
10144,Śródmieście,23.9,2,5,2014,True,True,8.88,553916.0,23176.401673640168,553916.0,13.224770135010775
10145,Bemowo,52.6,2,0,1994,True,True,0.94,899966.0,17109.619771863116,899966.0,13.710113374967543
10146,Wola,35.1,2,10,2014,True,False,2.16,645894.0,18401.53846153846,645894.0,13.378392230854203
10147,Ochota,38.8,2,0,2017,False,False,15.53,545805.0,14067.139175257733,545805.0,13.210018880233696
10148,Bielany,82.2,5,4,2007,True,True,8.84,1060189.0,12897.676399026763,1060189.0,13.873958695308753
10149,Ursynów,79.0,4,9,1977,True,True,9.58,1222810.0,15478.60759493671,1222810.0,14.01666286470582
10150,Bemowo,68.4,3,10,1981,True,False,6.5,816415.0,11935.891812865497,816415.0,13.612679307961942
10151,Praga-Południe,31.0,2,8,1984,False,True,7.04,378504.0,12209.806451612903,378504.0,12.843984561812018
10152,Wilanów,48.0,3,7,1966,True,False,3.44,926690.0,19306.041666666668,926690.0,13.739375455646755
10153,Ochota,81.7,4,2,1981,False,True,17.5,934225.0,11434.822521419828,934225.0,13.747473657962368
10154,Białołęka,58.1,4,2,1976,False,False,4.43,697154.0,11999.2082616179,697154.0,13.454763046655112
10155,Bielany,106.0,6,0,1995,False,True,9.76,1479329.0,13955.933962264151,1479329.0,14.20709984053679
10156,Białołęka,63.7,4,2,2020,True,False,3.85,772036.0,12119.874411302982,772036.0,13.556787755319569
10157,Mokotów,59.2,3,11,1965,True,True,3.35,861072.0,14545.135135135135,861072.0,13.665934564949378
10158,Mokotów,48.2,3,11,2010,True,False,5.29,1009843.0,20951.09958506224,1009843.0,13.825306421442427
10159,Bielany,57.9,3,11,2009,True,True,6.53,952885.0,16457.426597582038,952885.0,13.767250553235487
10160,Wilanów,51.6,3,10,1964,True,True,11.65,745744.0,14452.403100775193,745744.0,13.52213899769478
10161,Bielany,70.6,3,0,2021,True,False,24.17,700461.0,9921.543909348442,700461.0,13.459495396321326
10162,Praga-Południe,76.0,5,7,2002,True,False,2.63,1109214.0,14594.921052631578,1109214.0,13.919163115892328
10163,Bielany,37.7,1,0,1988,False,False,8.21,480857.0,12754.827586206895,480857.0,13.083327287207181
10164,Śródmieście,25.7,2,4,2012,True,True,5.7,614995.0,23929.76653696498,614995.0,13.329371042702462
10165,Białołęka,18.0,1,8,1980,True,False,1.17,249837.0,13879.833333333334,249837.0,12.42856798680164
10166,Bemowo,66.2,4,6,2009,False,True,13.25,786076.0,11874.259818731118,786076.0,13.574810030989738
10167,Targówek,30.7,1,3,1956,False,False,4.09,266564.0,8682.8664495114,266564.0,12.493373395287696
10168,Wilanów,18.0,1,10,2017,False,False,3.92,365446.0,20302.555555555555,365446.0,12.808876540817517
10169,Bielany,63.5,4,8,1994,True,True,13.24,1023208.0,16113.511811023622,1023208.0,13.83845432514241
10170,Ursynów,109.8,5,8,2006,False,False,5.18,1741589.0,15861.466302367942,1741589.0,14.370309047039413
10171,Mokotów,54.9,4,1,1977,True,False,10.92,870737.0,15860.418943533698,870737.0,13.677096406910202
10172,Śródmieście,73.4,4,9,2008,True,True,4.57,1725260.0,23504.904632152586,1725260.0,14.360888901350075
10173,Ochota,56.8,3,9,2013,True,False,7.48,929400.0,16362.676056338029,929400.0,13.742295571595424
10174,Targówek,52.8,2,10,1996,True,True,4.95,757918.0,14354.507575757576,757918.0,13.538331798756245
10175,Wilanów,75.2,5,11,2005,True,False,2.96,1420103.0,18884.348404255317,1420103.0,14.166240666332186
10176,Bemowo,48.6,2,5,1995,True,True,7.64,800803.0,16477.427983539095,800803.0,13.593371501975668
10177,Targówek,60.9,3,3,2019,True,True,8.77,984713.0,16169.343185550082,984713.0,13.800106522663006
10178,Bielany,62.1,4,7,1997,True,True,5.42,896051.0,14429.162640901772,896051.0,13.705753725987346
10179,Praga-Południe,40.3,2,11,2017,True,False,0.96,523284.0,12984.714640198512,523284.0,13.167881527703342
10180,Mokotów,76.8,4,10,2015,False,False,2.22,1397583.0,18197.6953125,1397583.0,14.150255589539544
10181,Mokotów,51.2,3,6,1992,True,False,3.71,777027.0,15176.30859375,777027.0,13.563231664736538
10182,Ochota,38.4,2,6,1977,True,True,12.61,512237.0,13339.505208333334,512237.0,13.146544639765258
10183,Praga-Południe,66.8,4,10,1991,True,True,5.22,820292.0,12279.820359281437,820292.0,13.617416872491065
10184,Białołęka,35.2,2,9,2016,False,False,12.48,468577.0,13311.84659090909,468577.0,13.057457855596915
10185,Wola,55.6,3,8,1977,False,False,10.11,772862.0,13900.395683453236,772862.0,13.55785708029686
10186,Śródmieście,54.8,3,4,1999,True,True,3.91,1309736.0,23900.291970802922,1309736.0,14.085336911662894
10187,Mokotów,78.9,5,5,2015,True,True,6.19,1662206.0,21067.249683143218,1662206.0,14.323656795378442
10188,Ursynów,65.4,4,0,1987,True,False,8.91,901059.0,13777.660550458715,901059.0,13.711327127048087
10189,Mokotów,54.4,2,5,2006,False,True,3.08,1065050.0,19578.125,1065050.0,13.878533243303044
10190,Targówek,73.0,4,1,1979,False,False,8.48,937971.0,12848.917808219177,937971.0,13.75147537679655
10191,Mokotów,85.6,6,5,1965,False,False,7.85,1107238.0,12935.023364485982,1107238.0,13.917380087213632
10192,Wilanów,67.3,3,8,2014,True,False,2.95,1387952.0,20623.35809806835,1387952.0,14.143340557804098
10193,Mokotów,55.2,3,7,1964,True,False,7.38,676561.0,12256.539855072464,676561.0,13.42477937058275
10194,Wola,26.1,2,8,1981,False,True,5.05,406924.0,15590.95785440613,406924.0,12.916384172259699
10195,Wola,31.6,2,9,2017,True,False,1.84,695155.0,21998.57594936709,695155.0,13.45189155979111
10196,Bemowo,48.3,2,7,1987,True,False,3.71,718108.0,14867.660455486543,718108.0,13.484376647093258
10197,Białołęka,41.6,3,2,2023,True,True,3.61,639622.0,15375.528846153846,639622.0,13.368634219270376
10198,Ursynów,50.9,4,7,2024,False,False,13.99,706960.0,13889.194499017682,706960.0,13.46873078069807
10199,Mokotów,56.2,3,5,1981,True,True,2.25,995408.0,17711.88612099644,995408.0,13.810908986957037
10200,Mokotów,66.7,3,5,1956,True,False,3.35,964907.0,14466.371814092952,964907.0,13.779788038988718
10201,Śródmieście,53.4,2,5,2010,True,False,6.96,1101011.0,20618.18352059925,1101011.0,13.911740314827982
10202,Wola,65.7,4,2,1994,False,False,5.61,1040253.0,15833.37899543379,1040253.0,13.854975472067308
10203,Ursynów,56.4,4,9,1964,True,True,4.72,810556.0,14371.560283687944,810556.0,13.60547694464371
10204,Ochota,18.0,1,0,2010,True,True,4.66,321117.0,17839.833333333332,321117.0,12.679563935809474
10205,Bemowo,34.3,2,11,1955,True,False,9.64,366088.0,10673.119533527697,366088.0,12.810631752221525
10206,Białołęka,51.8,3,3,2018,False,False,3.0,727397.0,14042.413127413129,727397.0,13.497229062012412
10207,Praga-Południe,28.4,1,9,1969,False,True,2.38,329549.0,11603.838028169015,329549.0,12.705483366480866
10208,Białołęka,68.2,4,11,1967,False,True,0.93,857738.0,12576.803519061583,857738.0,13.662055136388975
10209,Wilanów,88.7,5,5,1972,True,True,3.85,1631863.0,18397.553551296503,1631863.0,14.30523347770044
10210,Targówek,81.8,4,10,2023,False,False,1.93,1368946.0,16735.281173594132,1368946.0,14.1295523891311
10211,Wilanów,50.3,4,11,2009,True,False,4.34,973861.0,19361.053677932407,973861.0,13.789024888808344
10212,Mokotów,87.8,5,9,2015,True,False,1.23,1638497.0,18661.697038724375,1638497.0,14.309290526491637
10213,Bemowo,58.3,4,1,1991,True,False,4.3,794155.0,13621.86963979417,794155.0,13.58503519448251
10214,Targówek,47.6,2,6,1986,True,False,6.6,489660.0,10286.974789915967,489660.0,13.101468593922645
10215,Ursynów,41.5,2,6,1978,False,True,5.25,617605.0,14882.048192771084,617605.0,13.33360599267142
10216,Praga-Południe,48.3,3,10,1996,True,True,8.03,506836.0,10493.498964803313,506836.0,13.135944731867626
10217,Wola,46.5,3,3,2001,True,False,10.7,768304.0,16522.666666666668,768304.0,13.551942068709078
10218,Bemowo,58.7,4,3,2006,True,False,6.49,937797.0,15976.09880749574,937797.0,13.751289852984463
10219,Bemowo,58.5,4,0,1980,True,False,5.34,494622.0,8455.076923076924,494622.0,13.111551135212277
10220,Wilanów,55.1,3,1,2022,True,False,7.09,1155727.0,20975.08166969147,1155727.0,13.96024100641081
10221,Mokotów,64.6,3,8,1972,True,False,6.64,1043780.0,16157.585139318888,1043780.0,13.85836025530495
10222,Bielany,81.2,5,9,2023,True,False,8.96,1157259.0,14251.958128078817,1157259.0,13.961565700031382
10223,Wilanów,75.9,4,7,1952,True,True,5.58,1003640.0,13223.1884057971,1003640.0,13.8191449455694
10224,Bemowo,22.3,2,7,1996,True,True,2.08,324364.0,14545.470852017937,324364.0,12.689624703910704
10225,Śródmieście,18.0,1,8,1986,False,False,10.38,286330.0,15907.222222222223,286330.0,12.564903763254602
10226,Praga-Południe,75.6,5,6,1994,True,False,1.3,1197806.0,15843.99470899471,1197806.0,13.996002942842843
10227,Wilanów,24.9,2,8,2002,False,True,8.48,421385.0,16923.092369477912,421385.0,12.951304557208982
10228,Praga-Południe,50.1,3,9,1993,False,False,6.99,669263.0,13358.542914171656,669263.0,13.413933880102912
10229,Śródmieście,29.3,1,11,1992,False,True,7.11,581048.0,19830.98976109215,581048.0,13.27259036962725
10230,Ochota,18.0,1,1,2011,True,True,5.69,318491.0,17693.944444444445,318491.0,12.671352635939495
10231,Śródmieście,66.9,4,5,2009,True,False,3.25,1342058.0,20060.6576980568,1342058.0,14.109715559779854
10232,Śródmieście,71.7,4,2,2016,False,True,5.02,1532773.0,21377.587168758717,1532773.0,14.242589723633158
10233,Praga-Południe,42.3,2,10,1979,True,False,11.3,544705.0,12877.186761229315,544705.0,13.208001478548844
10234,Białołęka,18.0,1,5,2004,True,True,7.25,238246.0,13235.888888888889,238246.0,12.381063229621851
10235,Praga-Południe,43.0,2,2,2003,True,False,7.3,583970.0,13580.697674418605,583970.0,13.277606603043141
10236,Bielany,63.6,2,7,1989,True,True,11.48,1002482.0,15762.295597484277,1002482.0,13.817990480413094
10237,Mokotów,22.5,1,10,1997,False,False,12.31,315669.0,14029.733333333334,315669.0,12.662452643106443
10239,Białołęka,54.7,2,11,1969,True,False,16.56,583973.0,10675.923217550273,583973.0,13.27761174027135
10240,Wola,67.7,3,9,1976,True,True,7.22,1035046.0,15288.714918759231,1035046.0,13.849957394278594
10241,Targówek,57.6,2,5,1965,True,True,8.71,675127.0,11720.954861111111,675127.0,13.42265758150687
10242,Mokotów,33.6,1,8,2008,True,True,9.92,645400.0,19208.333333333332,645400.0,13.37762710802551
10243,Wilanów,81.3,4,1,2007,True,True,11.93,1443734.0,17758.10578105781,1443734.0,14.18274406358788
10244,Bielany,51.5,4,1,2022,True,False,2.76,895213.0,17382.776699029127,895213.0,13.704818074820926
10245,Bielany,54.4,3,6,2011,True,False,1.94,842412.0,15485.514705882353,842412.0,13.644025671781595
10246,Wola,34.5,2,1,1958,False,False,2.19,507625.0,14713.768115942028,507625.0,13.137500234944797
10247,Białołęka,45.2,3,1,2019,True,False,3.87,664995.0,14712.278761061945,664995.0,13.407536304582306
10248,Ochota,35.5,2,3,2018,True,True,10.13,585775.0,16500.704225352114,585775.0,13.28069274292229
10249,Śródmieście,51.2,3,8,1994,True,True,4.59,1139388.0,22253.671875,1139388.0,13.946002711777863
10250,Białołęka,92.7,5,7,2003,True,True,5.04,948946.0,10236.742179072276,948946.0,13.763108227771164
10251,Ochota,24.8,2,1,2023,False,False,1.94,474776.0,19144.193548387095,474776.0,13.070600499095294
10252,Bielany,19.5,2,7,2000,False,False,2.12,239522.0,12283.179487179486,239522.0,12.386404724625118
10253,Praga-Południe,87.4,4,3,2020,True,True,3.78,1272916.0,14564.256292906177,1272916.0,14.056821675099693
10254,Mokotów,50.4,2,1,1962,True,True,3.14,764735.0,15173.313492063493,764735.0,13.547285955209425
